v8-version,9,4,146,19,-node.13,0
v8-platform,macos,macos
shared-library,/usr/local/bin/node,0x10a00d000,0x10b3bb7c3,167817216
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x7ff810d12460,0x7ff810eea42a,277581824
shared-library,/usr/lib/libobjc.A.dylib,0x7ff810916e80,0x7ff81093e973,277581824
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x7ff813c43d90,0x7ff813c7c288,277581824
shared-library,/usr/lib/liboah.dylib,0x7ff81cac91b0,0x7ff81cacedba,277581824
shared-library,/usr/lib/libfakelink.dylib,0x7ff81cb043bf,0x7ff81cb05b52,277581824
shared-library,/usr/lib/libicucore.A.dylib,0x7ff8136ac720,0x7ff8138cbaac,277581824
shared-library,/usr/lib/libSystem.B.dylib,0x7ff81cb0171b,0x7ff81cb01ce2,277581824
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x7ff81cb06c30,0x7ff81cb06ebe,277581824
shared-library,/usr/lib/libc++abi.dylib,0x7ff810c5d250,0x7ff810c6e0de,277581824
shared-library,/usr/lib/libc++.1.dylib,0x7ff810be1600,0x7ff810c34ece,277581824
shared-library,/usr/lib/system/libcache.dylib,0x7ff81cafb6d0,0x7ff81cafe48d,277581824
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x7ff81cab1e40,0x7ff81cabbebc,277581824
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x7ff81caded2c,0x7ff81cae3c57,277581824
shared-library,/usr/lib/system/libcopyfile.dylib,0x7ff81cad4880,0x7ff81cadc33f,277581824
shared-library,/usr/lib/system/libcorecrypto.dylib,0x7ff810a49c40,0x7ff810abc268,277581824
shared-library,/usr/lib/system/libdispatch.dylib,0x7ff810b0e610,0x7ff810b45182,277581824
shared-library,/usr/lib/system/libdyld.dylib,0x7ff810cb7d60,0x7ff810cd8d70,277581824
shared-library,/usr/lib/system/libkeymgr.dylib,0x7ff81caf0ad9,0x7ff81caf0f18,277581824
shared-library,/usr/lib/system/libmacho.dylib,0x7ff81ca9068c,0x7ff81ca949f7,277581824
shared-library,/usr/lib/system/libquarantine.dylib,0x7ff81bfa0e6c,0x7ff81bfa2ccc,277581824
shared-library,/usr/lib/system/libremovefile.dylib,0x7ff81caee6b0,0x7ff81caefd88,277581824
shared-library,/usr/lib/system/libsystem_asl.dylib,0x7ff8158e8230,0x7ff8158fc607,277581824
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x7ff8109eb134,0x7ff8109ed490,277581824
shared-library,/usr/lib/system/libsystem_c.dylib,0x7ff810b59480,0x7ff810bd82c9,277581824
shared-library,/usr/lib/system/libsystem_collections.dylib,0x7ff81cae6e4f,0x7ff81caea9dc,277581824
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x7ff81b248028,0x7ff81b24a8be,277581824
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x7ff81a2f1434,0x7ff81a317649,277581824
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x7ff81c74d6e0,0x7ff81c7512c0,277581824
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x7ff81393d140,0x7ff81394434b,277581824
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x7ff81caf26f0,0x7ff81caf8186,277581824
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x7ff810b55c35,0x7ff810b57c06,277581824
shared-library,/usr/lib/system/libsystem_info.dylib,0x7ff810ce5c90,0x7ff810d0b8e8,277581824
shared-library,/usr/lib/system/libsystem_m.dylib,0x7ff81ca2bec0,0x7ff81ca6266b,277581824
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x7ff810ae0f20,0x7ff810b04460,277581824
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x7ff81586b191,0x7ff81587ca8e,277581824
shared-library,/usr/lib/system/libsystem_notify.dylib,0x7ff813d7dd38,0x7ff813d8be68,277581824
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x7ff81b24c2ec,0x7ff81b250318,277581824
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x7ff81caec0e2,0x7ff81caed536,277581824
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x7ff810c721f0,0x7ff810c9a8a0,277581824
shared-library,/usr/lib/system/libsystem_platform.dylib,0x7ff810cdb860,0x7ff810ce251a,277581824
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x7ff810cabc08,0x7ff810cb4708,277581824
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x7ff81723add7,0x7ff8172404ca,277581824
shared-library,/usr/lib/system/libsystem_trace.dylib,0x7ff810a30580,0x7ff810a4612f,277581824
shared-library,/usr/lib/system/libunwind.dylib,0x7ff81cac1e50,0x7ff81cac744a,277581824
shared-library,/usr/lib/system/libxpc.dylib,0x7ff8109ef320,0x7ff810a1edbe,277581824
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x7ff813cc0fc0,0x7ff813d6402f,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x7ff8242a6fc0,0x7ff8242a6fc0,277581824
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x7ff817ea2f87,0x7ff817ea3c04,277581824
shared-library,/usr/lib/libenergytrace.dylib,0x7ff81588177f,0x7ff815881d3e,277581824
shared-library,/usr/lib/libbsm.0.dylib,0x7ff81bfc853c,0x7ff81bfd5fa8,277581824
shared-library,/usr/lib/libz.1.dylib,0x7ff81ca18820,0x7ff81ca24bd5,277581824
shared-library,/usr/lib/system/libkxld.dylib,0x7ff81ca99210,0x7ff81caafde4,277581824
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x7ff8154cac00,0x7ff81572b672,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x7ff818c62eb0,0x7ff818c6cfa0,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x7ff81394a850,0x7ff813a2dd73,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x7ff817ee6a90,0x7ff817f64eac,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x7ff81c753910,0x7ff81c7782e9,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x7ff81ccc7a50,0x7ff81cd18e20,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x7ff8171c2da0,0x7ff8172215a0,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x7ff8111aea30,0x7ff81139171c,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x7ff81e1c65c0,0x7ff81e2067aa,277581824
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x7ff818c70692,0x7ff818c8d4d4,277581824
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x7ff81331fbd0,0x7ff8136061f0,277581824
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x7ff8118a7670,0x7ff811917cd0,277581824
shared-library,/usr/lib/libapple_nghttp2.dylib,0x7ff81cd51a10,0x7ff81cd634ba,277581824
shared-library,/usr/lib/libcompression.dylib,0x7ff81cd88a40,0x7ff81cde88f3,277581824
shared-library,/usr/lib/libnetwork.dylib,0x7ff8154c8fc0,0x7ff8154c8fc0,277581824
shared-library,/usr/lib/libsqlite3.dylib,0x7ff816e6a610,0x7ff816ff5630,277581824
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x7ff811bb9c20,0x7ff81225f7c4,277581824
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x7ff817243120,0x7ff817c2937a,277581824
shared-library,/usr/lib/libCoreEntitlements.dylib,0x7ffc14fecd60,0x7ffc14ff75c7,277581824
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x7ffb20d9d810,0x7ffb20dbf952,277581824
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x7ff816e50e40,0x7ff816e64547,277581824
shared-library,/usr/lib/libMobileGestalt.dylib,0x7ff815883400,0x7ff8158ccb13,277581824
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x7ff81c66ee00,0x7ff81c6c84aa,277581824
shared-library,/usr/lib/libcoretls.dylib,0x7ff81bfafa30,0x7ff81bfc2442,277581824
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x7ff81e22e0a8,0x7ff81e22edf2,277581824
shared-library,/usr/lib/libpam.2.dylib,0x7ff81cd82cf8,0x7ff81cd85f22,277581824
shared-library,/usr/lib/libxar.1.dylib,0x7ff81e29fb00,0x7ff81e2abab7,277581824
shared-library,/System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout,0x7ff818c9a030,0x7ff818ccf2c0,277581824
shared-library,/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration,0x7ff817f7c790,0x7ff817f82196,277581824
shared-library,/usr/lib/libarchive.2.dylib,0x7ff81cc404b0,0x7ff81ccb2c8b,277581824
shared-library,/usr/lib/libxml2.2.dylib,0x7ff818ce1a20,0x7ff818da07de,277581824
shared-library,/usr/lib/liblangid.dylib,0x7ff81b2573d6,0x7ff81b257db6,277581824
shared-library,/System/Library/Frameworks/Combine.framework/Versions/A/Combine,0x7ff8221414d0,0x7ff8222121f0,277581824
shared-library,/usr/lib/swift/libswiftCore.dylib,0x7ff82029acc0,0x7ff820630334,277581824
